192.168.1.134 - - [27/Aug/2025:00:17:45 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/7.81.0"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/role_assignments?role.id=8e9730a3aa78492aad3c27cde21d7e9b&scope.domain.id=default&user.id=570c2d7be9414320b51535d51fb50fe6 HTTP/1.1" 200 782 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/projects HTTP/1.1" 201 555 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/roles HTTP/1.1" 409 392 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/roles HTTP/1.1" 201 479 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/roles HTTP/1.1" 201 477 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:52 +0000] "POST /identity/v3/projects HTTP/1.1" 201 566 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "POST /identity/v3/projects HTTP/1.1" 201 552 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "POST /identity/v3/users HTTP/1.1" 201 529 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:53 +0000] "PUT /identity/v3/projects/25690493c7194572bd8a4207df357207/users/9231c22065d24c80be0a595f2360c7b4/roles/e38d3bd1b61a45abaff3d8590ff946f2 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/users/570c2d7be9414320b51535d51fb50fe6 HTTP/1.1" 200 496 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "PUT /identity/v3/projects/25690493c7194572bd8a4207df357207/users/570c2d7be9414320b51535d51fb50fe6/roles/8e9730a3aa78492aad3c27cde21d7e9b HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "PUT /identity/v3/projects/25690493c7194572bd8a4207df357207/users/9231c22065d24c80be0a595f2360c7b4/roles/be4ac06c2010440ebfe4c8d62639d72d HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/projects/dd71622b9ff74c62a25019d5191e47c4 HTTP/1.1" 200 561 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "PUT /identity/v3/projects/dd71622b9ff74c62a25019d5191e47c4/users/9231c22065d24c80be0a595f2360c7b4/roles/e38d3bd1b61a45abaff3d8590ff946f2 HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/users HTTP/1.1" 201 543 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:54 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/role_assignments?role.id=e38d3bd1b61a45abaff3d8590ff946f2&scope.project.id=25690493c7194572bd8a4207df357207&user.id=9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/users/570c2d7be9414320b51535d51fb50fe6 HTTP/1.1" 200 496 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/role_assignments?role.id=8e9730a3aa78492aad3c27cde21d7e9b&scope.project.id=25690493c7194572bd8a4207df357207&user.id=570c2d7be9414320b51535d51fb50fe6 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/role_assignments?role.id=be4ac06c2010440ebfe4c8d62639d72d&scope.project.id=25690493c7194572bd8a4207df357207&user.id=9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:55 +0000] "GET /identity/v3/users/9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 524 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/projects/dd71622b9ff74c62a25019d5191e47c4 HTTP/1.1" 200 561 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/role_assignments?role.id=e38d3bd1b61a45abaff3d8590ff946f2&scope.project.id=dd71622b9ff74c62a25019d5191e47c4&user.id=9231c22065d24c80be0a595f2360c7b4 HTTP/1.1" 200 860 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/roles/reader HTTP/1.1" 404 336 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/roles?name=reader HTTP/1.1" 200 593 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/users/cd29ef469ce448fbacd33f6314f8e53f HTTP/1.1" 200 538 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "PUT /identity/v3/projects/25690493c7194572bd8a4207df357207/users/cd29ef469ce448fbacd33f6314f8e53f/roles/336263cef8c54589bf87de96ea88533d HTTP/1.1" 204 201 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 448 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "POST /identity/v3/projects HTTP/1.1" 201 556 "-" "python-keystoneclient"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/roles/reader HTTP/1.1" 404 336 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/roles?name=reader HTTP/1.1" 200 593 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/users/cd29ef469ce448fbacd33f6314f8e53f HTTP/1.1" 200 538 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
192.168.1.134 - - [27/Aug/2025:00:17:56 +0000] "GET /identity/v3/projects/25690493c7194572bd8a4207df357207 HTTP/1.1" 200 547 "-" "openstacksdk/4.0.1 keystoneauth1/5.8.1 python-requests/2.32.3 CPython/3.10.12"
